title	score	num_comm	created	content
Young adults aged 18–24 years demonstrate the earliest increases in COVID-19 positivity, increasing 31 days before a US county is identified as a hotspot. This underscores the importance of reducing transmission from younger populations to those at highest risk for severe illness or death.	39987	1101	2020-10-10 15:29:01	
Study: Heightened susceptibility to misinformation linked to reduced mask wearing and social distancing	39675	1392	2020-10-17 20:04:25	
Trump support is less important than ethnic antagonism in explaining anti-democratic views among Republicans	39548	3827	2020-10-10 23:17:42	
The vast majority of young married men in Saudi Arabia privately support women working outside the home, but they substantially underestimate support by other similar men. When they are informed about other men's views, they become willing to help their wives search for jobs.	38669	863	2020-09-28 19:05:12	
The number of COVID-19 cases in Arizona stabilized and then decreased after statewide limitations and closures of certain businesses such as bars, gyms, movie theaters. Community mitigation measures, including mask wearing, can help prevent transmission of SARS-CoV-2 and decrease COVID-19 cases.	38646	1554	2020-10-07 13:49:53	
There was no clinical benefit of hydroxychloroquine administered daily for 8 weeks as pre-exposure prophylaxis in hospital-based HCWs exposed to patients with COVID-19.	38307	1165	2020-10-02 05:17:28	
The coronavirus that causes COVID-19 can live for up to 28 days on surfaces such as mobile phone screens and ATMs — much longer than previously thought — new Australian research has found.	37562	1176	2020-10-12 01:45:43	
New super-enzyme eats plastic bottles six times faster Breakthrough that builds on plastic-eating bugs first discovered by Japan in 2016 promises to enable full recycling	37002	1068	2020-09-29 09:10:53	
71.5% of people reported that they would be very or somewhat likely to take a COVID-19 vaccine (n=13,426 from 19 countries), from almost 90% in China to less than 55% in Russia. Those reporting higher levels of trust in information from government sources were more likely to accept a vaccine.	37034	2514	2020-10-21 14:13:03	
Autism is considered a disorder of the brain. But a new study suggests that the peripheral nervous system, the nerves that control our sense of touch, pain and other sensations, may play a role as well.	35884	1179	2020-10-16 20:52:19	
Greenland could lose more ice this century than it has in 12,000 years- “The paper is also an answer to those who dismiss the ongoing effects of climate change with ‘the earth has always changed’—and the answer is, ‘not at this pace’,” Scambos says.	34357	1013	2020-10-01 16:57:51	
Confusion (53%) was the most common neurologic manifestation in patients with COVID-19, followed by impaired consciousness (39%), agitation (31%), and headache (16%). Ischemic strokes (27%) were the most frequent neuroimaging findings.	34212	905	2020-10-12 14:20:23	
New study finds that right-wing authoritarians aren’t very funny people	34142	2812	2020-10-08 16:07:53	
Melting Antarctic ice will raise sea level by 2.5 metres – even if Paris climate goals are met, study finds	33973	2299	2020-09-24 17:23:26	
During the 2016 election cycle, politically polarizing tweets by Russian trolls about vaccination included pro- and anti-vaccination messages targeted at people with specific political inclinations by trolls using an assortment of fake persona types.	33529	1169	2020-09-28 15:58:20	
86% of people who tested positive for Covid-19 during lockdown did not have virus symptoms (cough, and/or fever, and/or loss of taste/smell). The study included data from a representative population sample of 36,061 people living in England, Wales and Northern Ireland	33172	1093	2020-10-11 15:30:40	
Safe Sex or Risky Romance - Young Adults Make the Rational Choice: A study has found that young adults—contrary to how they are sometimes portrayed in the media—tend to make highly rational decisions when it comes to selecting potential romantic partners	32440	580	2020-10-18 08:17:04	
New Study Casts Doubt On The Climate Benefits Of Natural Gas Power Plants | The emissions and methane leaks from new gas plants zero out the CO2 cuts achieved from closing coal plants, a peer-reviewed analysis found.	30073	1120	2020-10-13 16:58:15	
A new proof of concept study has demonstrated how speech-analyzing AI tools can effectively predict the level of loneliness in older adults. The AI system reportedly could qualitatively predict a subject’s loneliness with 94 percent accuracy.	29600	616	2020-09-27 14:39:44	
Excessive use of social media for COVID-19 health information is related to both depression and secondary trauma	27850	575	2020-09-30 03:02:20	
Passengers from the Ruby Princess cruise ship may have infected up to 11 people with COVID-19 on a single domestic flight between Sydney and Perth in March. The findings, based on genomic sequencing, has prompted Qantas to step up demands for a national protocol for sharing of passenger manifests.	27655	392	2020-09-30 15:54:57	
Scientists have identified a polyphenolic compound found in blueberries called pterostilbene (PSB) with strong immunosuppressive properties. It can provide a potential therapeutic option for chronic inflammatory diseases, including inflammatory bowel disease (IBD).	26753	626	2020-09-26 10:49:21	
Following stay-at-home orders in California, sparrows in the Bay Area produced higher-quality songs compared with previous years. Anthropogenic noise levels dropped to those of the mid-1950s, spurring a rebound in song quality, which helps birds defend territory and attract mates.	25977	389	2020-09-24 22:31:35	
Decent living for all does not have to cost the Earth. Global energy consumption in 2050 could be reduced to the levels of the 1960s and still provide a decent standard of living for a population three times larger, according to a new study.	24019	754	2020-10-02 20:42:37	
Scientists from Japan have discovered that a natural food pigment can replace synthetic dyes in cell viability assays for three widely varied types of cells. Their approach is environment-friendly and inexpensive, and opens up possibilities in a range of fields including drug discovery.	23630	151	2020-09-25 17:43:44	
"A new electron microscope provides ""unprecedented structural detail,"" allowing scientists to ""visualize individual atoms in a protein, see density for hydrogen atoms, and image single-atom chemical modifications."""	30857	709	2020-10-22 03:07:02	
Older adults with severe apathy, or lack of interest in usual activities, may have a greater chance of developing dementia than people with few symptoms of apathy, according to a study. Apathy may be a very early sign of dementia and it can be evaluated with a brief questionnaire.	22794	788	2020-10-17 09:44:39	
Children raised by same-sex parents from birth perform better than children raised by different-sex parents in both primary and secondary education. [Data from the Netherlands which was the first country to legalize same-sex marriage in 2001]	22414	998	2020-10-12 18:46:55	
A world-first study has found that severely overweight people are less likely to be able to re-wire their brains and find new neural pathways, a discovery that has significant implications for people recovering from a stroke or brain injury.	20553	530	2020-09-25 21:58:50	
New paper shows that restoring 15% of land previously converted for human use could avoid 60% of expected species extinctions and sequester 30% of the total increase in atmospheric CO2 since the Industrial Revolution	20133	583	2020-10-15 17:22:23	
A team of astronomers discovered a planet roughly the same size as Earth that speeds its way around its host star in a period of just 3.14 days — the same number as the mathematical constant Pi.	19034	1014	2020-09-23 14:34:16	
COVID-19: social dilemmas about protective measures. The psychosocial profile of people who resist adopting suitable protective behaviours against the transmission of the SARS-CoV-2 virus provides valuable information about preventing epidemics.	18517	946	2020-10-04 06:58:29	
After the first peak, US death rates from COVID-19 and from all causes remained higher than even countries with high COVID-19 mortality. This may have been a due to weak public health infrastructure and a decentralized, inconsistent US response to the pandemic.	17343	802	2020-10-13 00:59:20	
Floridians who voted for Donald Trump in 2016 were less likely than those who voted for Hillary Clinton to have evacuated before Hurricane Irma made landfall, according to a new study that examined GPS location data from more than 2.7 million U.S. smartphone users	17040	1022	2020-10-03 19:12:45	
Individuals with a greater sensitivity to taste (and disgust) are more likely to hold culturally and socially conservative values related to outgroup dynamics. This work suggests that low-level physiological differences in sensory processing may shape an individual’s political attitudes and beliefs.	15194	860	2020-09-28 03:41:05	
An adolescent aged 13 years spread COVID-19 to 11 other people during a 3-week family gathering of five households, suggests new CDC study. Children and adolescents can serve as the source for COVID-19 outbreaks within families, even when their symptoms are mild.	13352	460	2020-10-06 02:12:35	
Comparison of face coverings shows that surgical and N95 masks block up to 90 percent of particles expired during breathing, talking or coughing	12023	491	2020-09-25 18:37:19	
Scientists create first conducting carbon nanowire, opening the door for all-carbon computer architecture, predicted to be thousands of times faster and more energy efficient than current silicon-based systems	11915	476	2020-09-27 01:02:18	
Mouthwashes, oral rinses may inactivate human coronaviruses. Several of the nasal and oral rinses had a strong ability to neutralize human coronavirus, which suggests that these products may have the potential to reduce the amount of virus spread by people who are COVID-19-positive	11286	545	2020-10-20 14:31:03	
Researchers have sequenced the genome of Alexander Fleming’s penicillin mould for the first time and compared it to later versions. The results reveal that the UK and US strains use slightly different methods to produce penicillin, potentially suggesting new routes for industrial production.	10867	67	2020-09-27 21:26:24	
Loss of smell a ‘highly specific’ indicator of Covid-19. 77.6% of 567 people with smell and/or taste loss had SARS-CoV-2 antibodies; 39.8% had neither cough nor fever, and participants with loss of smell were 3 times more to have SARS-CoV-2 antibodies, compared with those with loss of taste.	9918	494	2020-10-02 16:07:21	
Using OpenStreetMap, Google Maps, researchers find that just 8.9% of the global population cannot reach healthcare within one hour if they have access to motorized transport, and that 43.3% cannot reach a healthcare facility by foot within one hour.	9843	287	2020-09-29 02:31:31	
A new species of toothless dinosaur that had just two fingers on each arm has been discovered in the Gobi Desert in Mongolia.	9646	201	2020-10-07 21:50:23	
The first room-temperature superconductor has finally been found. A compound of carbon, hydrogen and sulfur conducts electricity without resistance below 15° Celsius (59° Fahrenheit) and extremely high pressure.	9516	486	2020-10-14 19:01:34	
In a randomized clinical trial including 116 people classified as overweight or obese, time-restricted eating, a form of intermittent fasting, did not help people lose weight more than eating three meals per day. Intermittent fasting did cause people to lose lean mass, including muscle.	9375	704	2020-09-30 16:50:52	
Immune cell activation in severe COVID-19 resembles lupus. This may explain why some people infected with SARS-CoV-2 produce abundant antibodies against the virus, yet experience poor outcomes.	8424	314	2020-10-10 05:30:03	
Transmission dynamics reveal the impracticality of COVID-19 herd immunity strategies. A new study simulating SARS-CoV-2 spread in the UK finds that achieving herd immunity without overwhelming hospital capacity leaves little room for error.	7919	545	2020-09-23 15:55:27	
Psychopathy reduces social distancing behavior via moral disengagement: A cognitive mechanism that allows someone to ignore their own sense of moral accountability might help explain why those with “dark” personality traits are more likely to ignore guidelines meant to slow the spread of COVID-19	7909	468	2020-10-07 16:43:38	
Emissions of Nitrous Oxide, a Climate Super-Pollutant, Are Rising Fast on a Worst-Case Trajectory	7167	294	2020-10-08 02:00:22	
The raging lung inflammation that can contribute to death from the flu can be stopped in its tracks by a drug derived from MG53, a naturally occurring human protein, a new study in mice suggests. The treatment protects lungs without killing the flu virus.	6900	107	2020-10-12 22:33:34	
The plant has no brain or nervous system, but it can apparently count to five and distinguish between live prey and things like rain.	6393	380	2020-10-16 05:46:32	
Most COVID-19 (coronavirus) patients in Southern California during the early months of the pandemic appear to have been infected by a variant of the SARS-CoV-2 virus introduced to the region from New York state via Europe, not directly from China, where the virus was first detected	5994	231	2020-10-08 17:13:47	
In 2017, the IRS sent 3.9 million letters to randomly selected households which had paid a tax penalty in the past for not being enrolled in health insurance. This intervention increased insurance coverage and reduced mortality. This is strong evidence that health insurance can reduce mortality.	5280	380	2020-09-25 17:57:43	
Chinese Covid-19 vaccine candidate -- BBIBP-CorV -- that is expected to completely inactivate the SARS-CoV-2 virus, is safe and elicits an antibody response. No serious adverse events were reported within 28 days of the final vaccination	5218	355	2020-10-17 14:51:10	
Multidrug-resistant bacteria infections (like MRSA and VRE) decreased by up to 80% in hospitals during the COVID-19 pandemic due to increased awareness of hand washing, cleaning equipment after use and appropriate personal protective equipment (PPE) by healthcare workers.	5108	63	2020-10-08 16:31:29	
Caffeine can help sustain attention over long periods of time, according to new experimental research	4789	482	2020-09-24 18:56:32	
New research finds that even low levels of alcohol consumption during pregnancy can have an impact on a child’s brain development and is associated with greater psychological and behavioural problems in youth including anxiety, depression and poor attention.	4758	295	2020-10-04 15:39:02	
New research indicates there was a steep decline in trust of COVID-19 information provided by U.S. government sources between March and April, during the initial stages of the coronavirus outbreak. The study has been accepted for publication in the journal JMIR Public Health and Surveillance.	4418	211	2020-10-07 15:04:45	
Ventilation systems in many modern office buildings, which are designed to keep temperatures comfortable and increase energy efficiency, may increase the risk of exposure to the coronavirus, particularly during the coming winter, according to research published in the Journal of Fluid Mechanics	4198	181	2020-09-30 23:36:46	
Employees who spent more time on the phone with their health insurers reported being more likely to be absent from work. The problem all boils down to “sludge,” more commonly known as red tape. Sludge can be used intentionally to keep people from getting the benefits to which they’re entitled.	4115	179	2020-10-18 09:31:11	
Daily alcohol intake triggers aberrant synaptic pruning leading to synapse loss and anxiety-like behavior. A chronic binge drinking protocol resulted in depressed neurotransmission and increased anxiety-like behaviors in mice by activating microglia that destroy neuronal connections.	4058	379	2020-10-02 15:06:03	
Even when you're a member of an elite group, it can be demoralising to rank lower than your peers. People evaluate themselves more favorably when they are a big fish in a little pond than a little fish in a big pond, and this tendency is exacerbated in extreme social comparison conditions.	3915	193	2020-09-26 12:48:48	
An investment of 9.6 billion USD would adequately protect healthcare workers in all low- and middle-income countries during the pandemic. This intervention would save 2,299,543 lives, costing $59 USD per HCW case averted and $4,309 USD per HCW life saved. The societal ROI would be 755.3 billion USD.	3692	86	2020-10-09 22:14:20	
Contrary to popular belief, the psychological impacts of social distancing and lockdown measures are hitting introverted individuals harder than their extraverts counterparts, according to new research published in Frontiers in Psychology.	3619	453	2020-10-02 16:28:54	
Low doses of LSD (5 - 10 micrograms) demonstrated selective, beneficial effects on mood and cognition in a placebo-controlled, crossover trial (N=24)	3204	262	2020-10-20 18:28:17	
A randomized trial of appendicitis patients (n = 1552) compared treatment with antibiotics vs. immediate appendectomy. Over 70% of those treated with antibiotics ultimately avoided the need for surgery.	3012	142	2020-10-05 23:47:29	
Ranitidine bismuth citrate, commonly used to treat stomach ulcers and H pylori infection, suppressed SARS-CoV-2 replication, leading to decreased viral loads in both upper and lower respiratory tracts, and relieved virus-associated pneumonia in a hamster model.	2872	205	2020-10-18 17:10:18	
COVID-19 lockdowns in China, Europe averted tens of thousands of premature deaths related to air pollution, study finds.	2819	71	2020-10-18 19:49:17	
An examination of racial differences in the disciplining of police officers in three of the largest U.S. cities consistently found that Black officers were more frequently disciplined for misconduct than White officers, despite an essentially equal number of allegations being leveled.	2757	148	2020-10-12 19:26:49	
Using artificial intelligence and machine learning, scientists have developed a sensor that can neutralise a star's 'twinkle' caused by heat variations in the Earth's atmosphere. This will make the discovery and study of planets in distant solar systems easier from optical telescopes on Earth.	2909	86	2020-10-21 19:12:12	
The social media account of the brand Steak-Umms recently tweeted to counter COVID-19 misinformation. This move attracted 60k new followers to their Twitter in a week. Analysis of this success shows the value of positive expectancy violation and active corporate commitment to the public good	2699	78	2020-10-01 17:31:54	
New measurements of the solar spectrum verify Einstein’s theory of General Relativity	2557	94	2020-10-18 19:45:19	
"""Precariously balanced rocks"" function as ""inverse seismometers,"" indicating a historic lack of earthquakes beyond a certain strength. Using 3D modeling and cosmogenic surface exposure dating, this approach reduced the uncertainty of existing earthquake hazard estimates by 49%."	2468	38	2020-10-03 01:37:12	
The secretive networks used to move money offshore. Researchers have uncovered a highly unusual network pattern within the Panama Papers, showing how fortunes can be easily hidden in secretive offshore shell corporations, and how these remain difficult to trace and take down	2447	91	2020-10-02 19:34:31	
Newfound brain structure explains why some birds are so smart—and maybe even self-aware	2430	181	2020-09-27 04:35:56	
Redesigned tickets in NYC given for low-level offenses like loitering reduced missed court dates by 13 percent. Text messages helped even more. Findings suggest people are not intentionally skipping their court dates so much as forgetting or overlooking the information.	2124	181	2020-10-10 00:11:00	
COVID-19 contact tracing shows children and young adults are key to the spread, evidence of superspreaders	2021	150	2020-10-01 19:41:24	
Vitamin D sufficiency, a serum 25-hydroxyvitamin D at least 30 ng/mL reduced risk for adverse clinical outcomes in patients with COVID-19. Improving vitamin D status has a potential benefit in reducing the severity of morbidities and mortality associated with COVID-19.	1947	149	2020-09-26 02:14:20	
Awe-inspiring psychedelic trips reduce narcissism by boosting connectedness and empathy, study suggests	1926	179	2020-10-16 17:48:36	
New research suggests that a strain of coronavirus that has recently alarmed the swine industry may have the potential to spread to humans as well. The coronavirus strain, known as swine acute diarrhea syndrome coronavirus (SADS-CoV), emerged from bats and has infected swine herds throughout China.	1910	359	2020-10-14 18:19:15	
Engineers print wearable sensors directly on skin without using heat. The sensors are capable of precisely and continuously capturing temperature, humidity, blood oxygen levels, and heart performance signals.	1868	102	2020-10-14 00:59:40	
Scientists proposed a novel method for finding dark matter. The proposed experiment, in which a billion millimeter-sized pendulums would act as dark matter sensors, would be the first to hunt for dark matter solely through its gravitational interaction with visible matter.	1865	148	2020-10-17 16:54:03	
New species of water bear uses fluorescent ‘shield’ to survive lethal UV radiation	1738	60	2020-10-14 20:58:15	
New study showed that gay men exposed to conversion therapy were more likely to have depressive symptoms & above-average internalized homophobia. Conversion therapies are nonaffirming social stressors for gay men & may compromise critical psychosocial aspects of healthy aging among them.(N=1,156)	1648	118	2020-09-26 09:41:55	
Study into left-handedness finds 41 genetic variants that influence it	1528	121	2020-09-29 03:40:56	
For every two deaths attributed to COVID-19 in the U.S., a third American dies as a result of the pandemic, according to new data published in the Journal of the American Medical Association	1510	115	2020-10-12 21:01:55	
Using computer simulations, study determined that 40% of Amazon is on brink of collapse	1463	76	2020-10-06 00:20:20	
Stem cells can repair Parkinson’s-damaged circuits in mouse brains	1434	26	2020-10-01 23:03:31	
Just one dose of wild blueberries improves cognitive performance in middle-aged adults	1411	165	2020-09-24 14:00:34	
Newborn brains lack maturity to process emotions as adults do, study finds. Brain scans reveal humans aren’t born with brain circuitry that attaches emotions to the things they see or hear in their environment.	1400	107	2020-10-19 22:06:34	
Neuroscientists discover a molecular mechanism that allows memories to form	1377	110	2020-10-19 05:44:58	
Criminalization of sex work increases STDs among female sex workers by 58%, and decreases the earnings of the women who left sex work due to criminalization. [The study uses a quasi-natural experiment where one district of Indonesia unexpectedly criminalized sex work]	1356	59	2020-09-30 09:22:12	
"Lesbians, gays, bisexuals experience migraines at a rate 58% higher than heterosexual or ""mostly straight"" people. 1 in 6 adults will have migraine headaches in their lifetime, but among LGB people, that figure is 1 in 3. Researchers speculate that added stress and discrimination may be responsible."	1329	296	2020-10-02 05:20:13	
Transgender children who receive gender-affirming medical care earlier in their lives are less likely to experience mental health issues like depression and anxiety.	1341	710	2020-09-29 21:53:03	
Study finds that transgender people who have experienced stigma, including harassment, violence, and discrimination because of their identity are much more likely to have poor mental health outcomes.	1274	357	2020-10-15 19:40:31	
Animal pet ownership seemed to mitigate some of the detrimental psychological effects of COVID-19 lockdown. Strength of the human-animal bond in terms of emotional closeness or intimacy dimensions appears to be independent of animal species. (PLOS ONE, 25 Sep 2020)	1233	75	2020-09-27 16:11:26	
Discovery of a druggable pocket in the SARS-CoV-2 Spike protein could stop virus in its tracks	1195	57	2020-10-16 17:26:19	
Contrary to popular belief, letting your mind wander on the job does not necessarily hurt your work. When people feel a strong personal identification with their profession, daydreaming can actually boost creative problem-solving.	1165	44	2020-10-10 17:03:18	
Feeding indoor cats just once a day could improve health. The research revealed that cats that ate one meal a day were more satisfied, which could result in less food-begging behaviour.	1165	150	2020-09-24 20:19:00	
Foreign Actors Are Again Using Twitter to Interfere with the U.S. Election. Network analysis combined with ML found political communities targeted by trolls & highly networked accounts strategically boosting hyper partisan messages, and supporting Trump/working against Biden.	1146	166	2020-10-08 21:35:08	
Superwhite paint can cool buildings even in hot sunlight	3340	288	2020-10-22 04:23:24	
A new take on the Marshmallow Test: children wait longer for a treat when their reputation is at stake. This is the first evidence that children's performance on a delay-of-gratification task is sensitive to reputational concerns and to the identity of potential evaluators of their behavior.	1027	27	2020-10-16 21:40:38	
Researchers have observed black imported fire ants using sand to draw liquid food out of containers, when faced with the risk of drowning. This is the first time this sophisticated tool use has been reported in animals.	982	69	2020-10-08 19:43:41	
Higher levels of psychopathology linked to lower connection to nature in two studies (n=513) in the UK. Individuals scoring high on dark personality traits also exhibited a preference for inner-city, relative to suburban or rural living.	982	88	2020-09-25 16:14:04	
New research suggests fecal transplants could one day be used to reverse the cognitive decline that comes with aging. When researchers performed fecal transplants from older to younger mice, they found the recipients suffered declines in spatial learning and memory	973	114	2020-10-03 20:15:08	
Smartphone apps that tell commuters when a bus will arrive at a stop don’t result in less time waiting than just using the official bus route schedule, a new study done in Columbus, Ohio suggests.	966	114	2020-10-13 15:52:44	
Researchers have found that a common genetic deletion increases the risk of schizophrenia by 30-fold. Generating nerve cells with the deletion has showed the researchers why that is.	963	55	2020-10-17 02:04:17	
The major genetic risk factor for severe COVID-19 is inherited from Neanderthals and is carried by ~50% of people in South Asia and ~16% of people in Europe today.	967	120	2020-09-30 15:00:10	
Study shows weighted blankets can decrease insomnia severity. Randomized, controlled trial finds that weighted blankets are safe and effective .	962	109	2020-09-23 21:07:33	
One-third of people in monogamous relationships fantasize about being in some type of open relationship, study suggests	938	321	2020-09-30 16:50:40	
How narcissistic leaders infect their organizations’ cultures. Like carriers of a virus, narcissistic leaders “infect” the very cultures of their organizations, the researchers found, leading to dramatically lower levels of collaboration and integrity at all levels—even after they are gone.	912	26	2020-10-03 14:53:51	
The stratification of the oceans – less dense waters sitting above more dense water – is increasing. In other words, the oceans are become more stable, with less “up-and-down” motion. A more stable ocean sounds idyllic, but it creates a dangerous feedback loop for our warming planet.	897	52	2020-09-29 23:22:14	
Remdesivir was superior to placebo in shortening the time to recovery in adults who were hospitalized with Covid-19 with lower respiratory tract infection (n=1062, double-blind, randomized, placebo-controlled trial, NEJM, 8 Oct 2020)	887	47	2020-10-10 01:40:48	
Study: Cannabis Strain Names Give False Sense of Diversity	895	172	2020-10-19 02:09:07	
Research on home appraisals shows neighborhood racial composition still drives unequal home values, despite laws that forbid real estate professionals from explicitly using race when evaluating a property’s worth. Increasing racial inequality in home values is a key reason this gap persists.	857	98	2020-09-26 20:31:15	
People who are given clot-busting drugs after stroke may recover better if they also are given a therapy called remote ischemic postconditioning. Remote ischemic conditioning is when blood flow, and the oxygen it carries, is stopped and then restored repeatedly by blood pressure cuffs worn on arms.	818	35	2020-10-10 09:23:27	
Past Extinctions of Homo Species Coincided with Increased Vulnerability to Climatic Change: One Earth	796	65	2020-10-17 06:23:42	
Quantum entanglement realized between distant macroscopic systems	787	179	2020-09-29 06:14:40	
Without directly invading the brain or nerves, SARS-CoV-2 causes potentially damaging neurological injuries in about 1 in 7 infected. These injuries range from temporary confusion due to low body-oxygen levels, to stroke and seizures in the most serious cases.	786	19	2020-10-14 00:04:36	
Depressed individuals do not display an information-processing bias towards negative emotional stimuli, according to new research in the European Journal of Neuroscience. Instead, they have blunted attention to both positive and negative emotional stimuli compared to neutral stimuli	771	57	2020-10-06 18:39:24	
In 1978, California adopted building codes intended to save energy. Buildings built after the passage of this energy code use 8% to 13% less electricity for cooling than similar buildings.	774	45	2020-09-26 00:34:47	
