title	score	num_comm	created	content
Researchers have succeeded in terahertz imaging of early-stage breast cancer less than 0.5 mm without staining, which is difficult to identify even by pathological diagnosis. Their work provides a breakthrough towards rapid and precise on-site diagnosis of various types of cancer.	82	3	2020-10-24 09:24:07	
Sanctuary city policies reduced deportations of individuals without criminal records by half, but had no impact on deportations of individuals with violent criminal records. Contrary to the rhetoric of opponents of sanctuary cities, sanctuary city policies had no impact on crime rates.	78	29	2020-10-21 18:36:44	
Climate change pushes species distribution areas northward where species face e.g. habitat degradation. A new study suggests that protected areas can help wintering waterbirds adapt to climate change by advancing their northward range shifts. The shifts were over 40% faster inside protected areas.	75	1	2020-10-21 19:50:44	
Strontium, oxygen, and carbon isotopes were measured in human tooth enamel from 66 burials in two different residential groups at the Classic Maya site of Copan in western Honduras. Nearly 50% of the individuals were identified as non-local based these isotopes.	79	2	2020-10-23 21:58:47	
Artificial intelligence reveals 1.8 billion individual trees in the Sahara. The data suggest that it will soon be possible, with certain limitations, to map the location and size of every tree worldwide.	78	10	2020-10-20 19:00:56	
Using next generation sequencing on SARS-CoV-2 will help accurately diagnose the novel coronavirus, identify mutations and track its history.	72	3	2020-10-22 06:05:15	
Some male fish use their tails to fan rivals’ sperm away from eggs	69	5	2020-10-22 04:17:39	
Liberal's and Conservative's brains fire differently when presented with controversial political issues, suggesting a neural basis for partisan biases	70	28	2020-10-21 01:45:05	
Soil fungi act like a support network for trees, study shows	67	8	2020-10-23 12:27:47	
Our Milky Way galaxy has a ‘clumpy halo’ surrounding it	60	6	2020-10-19 19:09:39	
Scientists measure the shortest amount of time ever: A zeptosecond	57	16	2020-10-20 09:12:08	
In a new study published in Journal of Child Psychology and Psychiatry shows that children rated by their elementary schoolteachers as being anxious or inattentive were more likely to remain unpartnered from age 18 to 35 years.	61	10	2020-10-22 11:59:44	
Having higher levels of physical fitness - measured up to 4 years prior to pandemic - is associated with lower risk of hospitalisation when these people happened to get Coronavirus. (Maximal Exercise Capacity is Inversely Related to Hospitalization Secondary to Coronavirus Disease 2019)	59	8	2020-10-24 12:22:53	
The cemi (conscious electromagnetic information) theory of consciousness: a new theory which posits that consciousness is a result of the temporal integration of information in the brain’s electromagnetic field	51	9	2020-10-21 00:56:13	
A phenomenon of quantum mechanics known as superposition can impact timekeeping in high-precision clocks. The research takes into account quantum effects beyond Albert Einstein’s theory of relativity to make a new prediction about the nature of time.	166	10	2020-10-25 09:43:17	
Evidence of dairy production in the Indus Valley Civilization	59	7	2020-10-24 20:14:38	
Scientists make digital breakthrough in chemistry that could revolutionize the drug industry	56	6	2020-10-24 20:00:16	
PLACID Trial: Convalescent plasma is ineffective for Covid-19 ( academic comment, BMJ)	55	22	2020-10-23 16:49:42	
Both Right- and Left-Wing Authoritarianism are linked to support for punitive coronavirus measures	55	33	2020-10-20 07:08:16	
Those funky cheese smells allow microbes to “talk” to and feed each other: Researchers discover that bacteria that ripen cheese respond to the volatile gases produced by cheese fungi	54	5	2020-10-22 11:48:28	
New study highlights the role of cultural variations in the link between religion and prejudice	53	7	2020-10-24 03:24:50	
That Fake News You Read May Help You Remember Even More: People who receive reminders of past misinformation may form new factual memories with greater fidelity, according to a recent article that included two experiments (Ns = 96)	50	2	2020-10-20 08:26:38	
Robot that can perform colonoscopies aims to make it less unpleasant	47	33	2020-10-22 04:36:09	
Colorado River drought can be predicted by warming in the ocean	48	0	2020-10-22 19:10:59	
A Concept of a Compact and Inexpensive Device for Controlling Weeds with Laser Beams	46	14	2020-10-22 06:59:30	
Mice show paternal behavior after siring, but rats do not. New research shows that extra dopamine in rat brains suppresses paternal behavior in fathers	50	2	2020-10-25 00:47:15	
Notable similarities between monkeys, apes, and humans indicate that nonadjacent dependency processing, a crucial cognitive facilitator of language, is an ancestral trait that evolved at least 40 million years before language itself	42	1	2020-10-22 06:13:49	
A short sequence in the genome of the virus that causes COVID-19 provides it with an additional way to enter our cells, possibly leading to maximum infectious potential.	46	5	2020-10-21 11:41:21	
Researchers develop method for earlier detection of Alzheimer’s disease	43	1	2020-10-21 08:36:05	
Office workers in China are more likely to order food delivery than go out for lunch when the air is bad outside. This in turn increases plastic waste from food packaging.	41	8	2020-10-21 08:04:12	
Diabolical Ironclad Beetle's 'armor' gives clues to tougher planes	40	1	2020-10-21 20:53:10	
First use of artificial canopy bridge by the world’s most critically endangered primate the Hainan gibbon Nomascus hainanus (only 30 individuals remain)	37	1	2020-10-20 15:40:16	
As Plain as the Nose on Your Face: The Case for A Nasal (Mucosal) Route of Vaccine Administration for Covid-19 Disease Prevention	35	5	2020-10-23 02:05:06	
The manipulation of online images. The study was driven by the increased prevalence of fake news and how social media platforms and news organisations are struggling to identify and combat visual mis/disinformation presented to their audiences.	38	9	2020-10-21 20:03:06	
A quick Chest X-ray of COVID-19 patients predicts time to critical illness, independent of underlying conditions	52	8	2020-10-25 04:33:29	
Quantum Time Twist Offers a Way to Create Schrödinger's Clock - Scientific American	35	10	2020-10-23 17:10:07	
New Record For The Shortest Time Span Measured: Zeptoseconds	31	9	2020-10-18 20:13:30	
<em>Homo erectus</em>, not humans, may have invented the barbed bone point	38	6	2020-10-24 19:38:01	
Genome sequencing shows northern and southern climate barriers to the spread of Africanized bees	33	1	2020-10-21 21:54:07	
People From Japan May Be Less Prone Than Americans To Some Of The Harmful Health-Related Effects Of Negative Emotions	33	7	2020-10-21 20:17:37	
Study of 256 couples finds that men prefer risky behaviors more than their partners do, and relationship length was associated with a decline in women’s preference for their partner’s risk-taking.	31	9	2020-10-19 02:03:39	
Research response to COVID-19 needed better coordination and collaboration. Trials are mainly single-centered, open-labeled and have relatively small sample size. There is a notable redundancy in research questions.	33	5	2020-10-23 22:56:10	
Mitigating a COVID-19 Outbreak Among Major League Baseball Players — United States, 2020	32	1	2020-10-23 01:07:22	
The Moon's ancient magnetic field helped protect the young Earth	31	1	2020-10-20 09:20:17	
Re-analysis of the 267-GHz ALMA observations of Venus: No statistically significant detection of phosphine	33	11	2020-10-23 19:21:36	
Despite more of the population staying at home as government policies on COVID-19 become stricter, a study has found that a person’s personality influences how likely they are to stay at home during the pandemic - and cannot be entirely overridden.	29	14	2020-10-19 00:42:14	
US donors are inclined to give less generously to charities in developing countries when they believe those funds will help people with darker skin. Donors who harbored more implicit bias against darker skin were less likely to give more than $10 to the charity than those who were less prejudiced.	32	9	2020-10-20 18:29:41	
A country level analysis measuring the impact of government actions, country preparedness and socioeconomic factors on COVID-19 mortality and related health outcomes	32	3	2020-10-24 15:49:26	
Subtle seizures often go unrecognized for years prior to diagnosis, with serious consequences	28	12	2020-10-21 01:51:23	
Interdisciplinary study bridges sociology and geography to ask what motivates tropical deforestation versus conservation on Brazilian farms	30	1	2020-10-23 23:03:00	
Why bat scientists are socially distancing from their subjects	29	3	2020-10-24 19:37:28	
Reversal of aging with epigenetic reprogramming, a therapy that can rejuvenate multiple organs/tissues in progeroid mice, improves memory in naturally aged mice	25	3	2020-10-23 15:41:00	
Young adults face higher risk of severe disease from infections than school-age children: New research suggests children aged 5-14 years are most resilient to infectious diseases, and immune aging may start in young adults, with implications for drug and vaccine design	22	1	2020-10-19 19:31:15	
Happiness and the evolution of brain size: Serotonin can act as a growth factor for the stem cells in the fetal human brain that determine brain size	65	8	2020-10-25 09:40:59	
Maximal Exercise Capacity is Inversely Related to Hospitalization Secondary to Coronavirus Disease 2019	20	9	2020-10-21 18:24:19	
"new research about relation between depression and social media use: ""Depression alters the circadian pattern of online activity"""	19	1	2020-10-20 19:24:22	
Women are more likely than men to say they have a best friend	20	16	2020-10-20 18:28:03	
Microplastic release from the degradation of polypropylene feeding bottles during infant formula preparation	20	8	2020-10-19 21:19:43	
Hypnosis Experts Cast Doubt on Famous Psychological Experiments	24	8	2020-10-24 23:13:26	
Safety and efficacy of COVID‐19 convalescent plasma in severe pulmonary disease: A report of 17 patients	18	4	2020-10-20 05:05:38	
Three-dimensional electron-hole superfluidity in a superlattice close to room temperature	21	7	2020-10-21 16:35:38	
Hot-button words trigger conservatives and liberals differently	20	1	2020-10-20 21:25:27	
Octopus-inspired sucker transfers thin, delicate tissue grafts and biosensors	20	0	2020-10-19 09:51:42	
Effects of Aging and Lifelong Aerobic Exercise on Basal and Exercise-Induced Inflammation in Women	19	2	2020-10-18 21:53:24	
NAD+ Binds to and Inhibits a Protein that Promotes Degeneration of Neurons	25	2	2020-10-25 08:25:13	
Two Studies Show COVID-19 Antibodies Persist for Months	17	3	2020-10-20 17:52:38	
Solving the Problem of Slippery Train Tracks Due to Fallen Leaves	17	9	2020-10-20 15:47:37	
Microplastics in take-out food containers	18	8	2020-10-20 00:10:41	
Important to address the risk factors to reduce the burden of diseases, nationally, regionally, and globally.	15	2	2020-10-23 09:33:30	
The Subdivision of NAD+ into Cell Compartments is Critical to Mammalian Life	16	1	2020-10-23 09:08:26	
Scientists find that seismic ripples in the surface of the sun, dubbed sunquakes, are associated with solar flares. The researchers hope the discovery will lead to accurate predictions of the timing and intensity of future solar flares.	16	2	2020-10-19 21:19:40	
Tetrahedra may explain water's uniqueness	13	0	2020-10-19 11:24:57	
In collaboration with Pfizer, IBM scientists have developed a potential AI model that could help predict Alzheimer’s disease’s before it develops.	16	6	2020-10-22 20:25:02	
A bioarchaeological study of African American health and mortality in the post-emancipation U.S. south found that whereas urban adults had higher midlife mortality and reduced longevity compared to their rural counterparts, both rural and urban children experienced poor health.	10	0	2020-10-23 21:45:56	
Changing diets and traditional lifestyle of Siberian Arctic Indigenous Peoples and effects on health and well-being	14	1	2020-10-22 04:03:35	
Interactions of DNA and proteins have deep-seated propensities to form higher-ordered structures such as those which allow the extreme packaging of DNA in cells. This new understanding of biopolymeric self-organisation may be important for understanding how life self-organised to become living.	13	0	2020-10-19 20:00:41	
Pilot study: Inflammatory Biomarkers be Used to Spot Respiratory Viral Infections	11	1	2020-10-23 20:35:15	
Cellular optogenetics uses light to control cell signaling in space and time, making it an invaluable technique for disease research. Scientists developed a way to make these tools much easier to monitor and apply, and demonstrated their use in studying cellular side effects of cancer medicines.	11	1	2020-10-22 16:47:14	
Forelimb force direction and magnitude independently controlled by spinal modules in the macaque	12	1	2020-10-20 04:37:19	
NASA’s OSIRIS-REx spacecraft lands on asteroid in bid to collect samples	12	0	2020-10-22 06:08:24	
Interacting Infrastructure Disruptions Due to Environmental Events and Long‐Term Climate Change	12	1	2020-10-19 16:54:57	
Language prediction mechanisms in human auditory cortex	12	0	2020-10-19 15:29:57	
Catalytic upcycling of high-density polyethylene via a processive mechanism	8	0	2020-10-18 21:02:54	
No Evidence That Salt Water Ingestion Kills Adult Mosquitoes (Diptera: Culicidae)	10	1	2020-10-21 17:13:50	
Agency in the fentanyl era: Exploring the utility of fentanyl test strips in an opaque drug market	11	0	2020-10-21 01:31:57	
Estimation of change in house sales prices in the United States after heat pump adoption	9	2	2020-10-20 21:01:42	
Cross‐sectional biomarker comparisons in asthma monitoring using a longitudinal design: The eNose premise	9	1	2020-10-23 20:50:23	
HSB-1/HSF-1 pathway modulates histone H4 in mitochondria to control mtDNA transcription and longevity	6	0	2020-10-23 05:49:25	
Seeking Solar System’s Secrets, NASA’s OSIRIS-REX Mission Touches Bennu Asteroid	8	0	2020-10-22 19:14:54	
Recurrent processing via prefrontal cortex, necessary for quick visual object processing in primates, provides a key insight for developing brain-like artificial intelligence	9	1	2020-10-21 17:19:23	
Lorises use their venom against each other, finds Current Biology study	8	3	2020-10-20 03:33:16	
Beta-Adrenergic Receptor Stimulation Modulates the Cellular Proarrhythmic Effects of Chloroquine and Azithromycin	8	0	2020-10-22 11:25:36	
Limited climate benefits of global recycling of pulp and paper	7	1	2020-10-21 22:04:30	
Providing a hybrid data exploration setup with an AR headset and a regular computer can help data analysis purposes as confirmed by CERN scientists	8	1	2020-10-20 15:34:50	
Retrospective valuation of experienced outcome encoded in distinct reward representations in the anterior insula and amygdala	9	0	2020-10-20 05:18:30	
Wild boar rooting affect spatial distribution of active burrows of meadow-dwelling voles	6	0	2020-10-19 00:14:29	
Recent archaeological excavations on the Peru's south coast provides new evidence of Inka ritual practices that included the dedicatory sacrifice of domesticated animals, such as llamas.	12	0	2020-10-25 04:19:00	
Influence of NAD+ as an ageing-related immunomodulator on COVID-19 infection	10	1	2020-10-24 05:54:54	
Utica Shale Play Oil and Gas Brines: Geochemistry and Factors Influencing Wastewater Management	7	0	2020-10-19 20:54:49	
Stable carbon and nitrogen isotope data of bone collagen of 105 human and 50 animals from the 5th millennium BC to the Sarmatian period indicate dietary variation among the cultural entities as well as regarding age, sex and archaeologically indicated social status is only weakly reflected.	7	0	2020-10-22 06:18:34	
Key details about broadly neutralizing antibodies provide insights for universal flu vaccine: The research is inspired by the limited efficacy of the annual flu vaccine, which must be adjusted each year to provide the best protection against commonly circulating strains of the virus	42	0	2020-10-25 13:10:25	
eNose breath prints as a surrogate biomarker for classifying patients with asthma by atopy. - Abstract	4	2	2020-10-23 21:03:00	
The yeast mating-type switching endonuclease HO is a domesticated member of an unorthodox homing genetic element family	4	0	2020-10-21 07:02:54	
Simulation of high-output and lightweight sliding-mode triboelectric nanogenerators	5	0	2020-10-21 02:27:56	
Spatial ultrasound modulation by digitally controlling microbubble arrays	6	1	2020-10-21 02:26:04	
Enzyme Regulating NAD+ Keeps Mouse Cells Replicating Under Stress	3	0	2020-10-20 08:50:35	
Bridging the Gap Between Biofuels and Biodiversity Through Monetizing Environmental Services of Miscanthus Cultivation	4	0	2020-10-20 20:13:03	
Fasting Drives Nrf2-Related Antioxidant Response in Skeletal Muscle	15	6	2020-10-25 13:56:58	
Researchers from Switzerland recently developed a new approach for generating high-energy, ultrashort pulses with single-mode beam quality: nonlinear beam cleaning in a multimode laser cavity.	1	0	2020-10-21 19:41:33	
Aqueous Film-Forming Foams Exhibit Greater Interfacial Activity than PFOA, PFOS, or FOSA	3	0	2020-10-19 21:04:09	
A Municipal-Scale Analysis of Historic Preservation, Flood Hazards, and Planning	2	0	2020-10-19 20:05:28	
Potential for Powered Flight Neared by Most Close Avialan Relatives, but Few Crossed Its Thresholds	6	1	2020-10-25 12:12:06	
The New Generation Planetary Population Synthesis (NGPPS): III. Warm super-Earths and cold Jupiters: A weak occurrence correlation, but with a strong architecture-composition link	1	1	2020-10-23 19:06:38	
Global burden of disease 👉 204 countries 369 diseases and injuries between 1990–2019.	1	0	2020-10-23 09:28:32	
Lithium-ion capacitor based on nanoarchitectured polydopamine/graphene composite anode and porous graphene cathode	11	5	2020-10-25 13:25:39	
The ecological and evolutionary consequences of systemic racism in urban environments	0	4	2020-10-21 20:04:19	
